id,first_name,last_name,email,gender,loyalty_status,education,average_spend_2021,total_spend_2021,most_traveled_city,most_traveled_state
887,Ronnica,Scotford,Ronnica.Scotford@datascience.aot.com,Female,Gold,Master Degree,$346.94,$1543.97,,
888,Lorne,Mateja,Lorne.Mateja@datascience.aot.com,Male,Gold,Master Degree,$339.77,$579.84,San Antonio,TX
889,Adelind,Petigrew,Adelind.Petigrew@datascience.aot.com,Female,Platnium,Master Degree,$265.92,$474.23,Hartford,CT
890,Bonita,Rawlings,Bonita.Rawlings@datascience.aot.com,Female,None,Some College,$288.93,$3170.17,Rochester,NY
891,Alene,Elletson,Alene.Elletson@datascience.aot.com,Female,None,Master Degree,$324.99,$1234.51,Evansville,IN
892,Huey,Dochon,Huey.Dochon@datascience.aot.com,Male,None,Bachelor Degree,$383.90,$2456.65,Worcester,MA
893,Wandie,Humfrey,Wandie.Humfrey@datascience.aot.com,Female,None,High School Diploma,$200.86,$2845.96,Indianapolis,IN
894,Ingar,Schwandermann,Ingar.Schwandermann@datascience.aot.com,Male,Platnium,High School Diploma,$303.64,$850.12,San Antonio,TX
895,Darrell,Tomanek,Darrell.Tomanek@datascience.aot.com,Male,Platnium,,,,Austin,TX
896,Sauveur,Tenbrug,Sauveur.Tenbrug@datascience.aot.com,Agender,Silver,Master Degree,$164.20,$1128.84,,
897,Prince,Bourdon,Prince.Bourdon@datascience.aot.com,Male,Gold,PhD,$363.48,$4637.12,Miami,FL
898,Glenn,Scraggs,Glenn.Scraggs@datascience.aot.com,Male,Silver,PhD,$267.99,$2824.84,,
899,Zoe,Eltone,Zoe.Eltone@datascience.aot.com,Female,Gold,PhD,$239.30,$3185.81,Cincinnati,OH
900,Julius,Verheijden,Julius.Verheijden@datascience.aot.com,Male,None,Bachelor Degree,$319.62,$1681.63,Cleveland,OH
901,Jordan,Strutley,Jordan.Strutley@datascience.aot.com,Female,None,High School Diploma,$273.42,$3585.42,,
902,Livvyy,Alberti,Livvyy.Alberti@datascience.aot.com,Female,Gold,High School Diploma,$356.18,$4718.30,Virginia Beach,VA
903,Hunter,Greenman,Hunter.Greenman@datascience.aot.com,Polygender,Silver,High School Diploma,$356.46,$2645.82,Chicago,IL
904,Kenny,Theodoris,Kenny.Theodoris@datascience.aot.com,Male,Platnium,Some College,$393.26,$3295.20,San Rafael,CA
905,Gabriela,Tythacott,Gabriela.Tythacott@datascience.aot.com,Female,Gold,Some College,$204.59,$1739.89,Orlando,FL
906,Alena,Zylbermann,Alena.Zylbermann@datascience.aot.com,Female,None,High School Diploma,$325.82,$1732.22,Jersey City,NJ
907,Esra,Mattimoe,Esra.Mattimoe@datascience.aot.com,Male,None,High School Diploma,$218.74,$3711.40,Bradenton,FL
908,Angy,Sterry,Angy.Sterry@datascience.aot.com,Female,Platnium,Master Degree,$261.22,$2375.17,Miami,FL
909,Rosalind,Alves,Rosalind.Alves@datascience.aot.com,Female,Platnium,,,,Atlanta,GA
910,Pryce,Bramstom,Pryce.Bramstom@datascience.aot.com,Agender,Silver,Some College,$281.93,$3268.42,Sacramento,CA
911,Michele,Ever,Michele.Ever@datascience.aot.com,Female,Platnium,Master Degree,$340.34,$3620.32,Bronx,NY
912,Julianne,Handrik,Julianne.Handrik@datascience.aot.com,Genderfluid,Silver,Master Degree,$223.29,$4930.46,Atlanta,GA
913,Tamas,Berth,Tamas.Berth@datascience.aot.com,Genderqueer,Platnium,PhD,$172.84,$2142.78,San Jose,CA
914,Bobbie,Banane,Bobbie.Banane@datascience.aot.com,Polygender,None,Some College,$238.92,$1228.87,,
915,Olin,Eastabrook,Olin.Eastabrook@datascience.aot.com,Male,None,Master Degree,$261.02,$2478.30,Washington,DC
916,Gerhardine,Raden,Gerhardine.Raden@datascience.aot.com,Female,None,High School Diploma,$356.24,$4654.77,Saint Paul,MN
917,Nevin,Mogie,Nevin.Mogie@datascience.aot.com,Male,Silver,Master Degree,$175.23,$1013.32,Tucson,AZ
918,Madelaine,Lowin,Madelaine.Lowin@datascience.aot.com,Non-binary,Gold,Some College,$174.84,$1150.05,Charlottesville,VA
919,Jacob,Lamburne,Jacob.Lamburne@datascience.aot.com,Male,Platnium,High School Diploma,$193.26,$1335.81,Rockford,IL
920,Angela,Crowe,Angela.Crowe@datascience.aot.com,Female,Platnium,Master Degree,$246.94,$1027.81,Birmingham,AL
921,Findlay,Dufty,Findlay.Dufty@datascience.aot.com,Male,Silver,Bachelor Degree,$295.83,$2713.51,Houston,TX
922,Laurent,Tartt,Laurent.Tartt@datascience.aot.com,Male,Platnium,Master Degree,$316.51,$3905.91,Amarillo,TX
923,Jeniece,Kinker,Jeniece.Kinker@datascience.aot.com,Female,Gold,PhD,$341.21,$3443.13,,
924,Federico,Etherson,Federico.Etherson@datascience.aot.com,Male,Gold,Bachelor Degree,$338.73,$3044.26,,
925,Ethelred,Collingworth,Ethelred.Collingworth@datascience.aot.com,Male,Platnium,Master Degree,$165.33,$1032.81,Seattle,WA
926,Anne-marie,Fripps,Anne-marie.Fripps@datascience.aot.com,Female,Gold,Bachelor Degree,$315.86,$3757.03,Madison,WI
927,Tyrone,Shoreson,Tyrone.Shoreson@datascience.aot.com,Male,Silver,High School Diploma,$289.81,$3369.06,Topeka,KS
928,Cherrita,Ryland,Cherrita.Ryland@datascience.aot.com,Female,None,High School Diploma,$323.46,$610.47,Tampa,FL
929,Urson,Treuge,Urson.Treuge@datascience.aot.com,Male,None,Some College,$193.53,$1621.77,Newark,DE
930,Ellswerth,Wakerley,Ellswerth.Wakerley@datascience.aot.com,Male,Platnium,High School Diploma,$350.01,$2068.43,Macon,GA
931,Dode,Brosh,Dode.Brosh@datascience.aot.com,Female,Platnium,Some College,$173.91,$3711.88,Springfield,OH
932,Courtney,Tinan,Courtney.Tinan@datascience.aot.com,Female,Gold,Some College,$277.36,$2609.31,Newark,DE
933,Karil,Lassetter,Karil.Lassetter@datascience.aot.com,Female,Gold,High School Diploma,$338.78,$4154.74,Houston,TX
934,Linnie,Timbrell,Linnie.Timbrell@datascience.aot.com,Female,Platnium,High School Diploma,$336.81,$1471.06,Indianapolis,IN
935,Edouard,Pooke,Edouard.Pooke@datascience.aot.com,Male,None,Some College,$212.74,$4644.22,Buffalo,NY
936,Jay,Drain,Jay.Drain@datascience.aot.com,Male,None,,,,Laredo,TX
937,Coralyn,Dawtrey,Coralyn.Dawtrey@datascience.aot.com,Female,Platnium,Master Degree,$209.14,$3450.45,Toledo,OH
938,Selby,Routh,Selby.Routh@datascience.aot.com,Male,None,PhD,$181.33,$3570.01,Milwaukee,WI
939,Ethel,Bagott,Ethel.Bagott@datascience.aot.com,Female,Gold,Master Degree,$280.14,$1292.61,Young America,MN
940,Enoch,Goulston,Enoch.Goulston@datascience.aot.com,Male,Platnium,Master Degree,$345.31,$4899.79,El Paso,TX
941,Ginevra,Jarley,Ginevra.Jarley@datascience.aot.com,Female,None,Some College,$208.37,$4177.29,Fresno,CA
942,Antonin,Everson,Antonin.Everson@datascience.aot.com,Male,Silver,PhD,$380.19,$851.60,,
943,Aylmar,Camp,Aylmar.Camp@datascience.aot.com,Male,Gold,Master Degree,$221.63,$911.30,Shreveport,LA
944,Cornelia,Burchett,Cornelia.Burchett@datascience.aot.com,Female,Gold,PhD,$217.62,$2222.50,Fort Lauderdale,FL
945,Carlynne,Ealles,Carlynne.Ealles@datascience.aot.com,Female,Silver,PhD,$329.17,$1024.04,Portland,OR
946,Roberto,Warlawe,Roberto.Warlawe@datascience.aot.com,Male,Platnium,PhD,$331.45,$3553.02,Long Beach,CA
947,Murray,Ecclesall,Murray.Ecclesall@datascience.aot.com,Male,Platnium,Some College,$317.72,$1261.20,Miami,FL
948,Holly,Trayhorn,Holly.Trayhorn@datascience.aot.com,Female,Gold,Bachelor Degree,$154.84,$1730.49,Des Moines,IA
949,Odo,Dartnall,Odo.Dartnall@datascience.aot.com,Male,Platnium,High School Diploma,$310.13,$2199.35,,
950,Rhys,Quirk,Rhys.Quirk@datascience.aot.com,Male,Silver,Master Degree,$158.74,$4430.94,Salt Lake City,UT
951,Aldric,Grzeszczyk,Aldric.Grzeszczyk@datascience.aot.com,Male,Platnium,PhD,$348.31,$3916.68,Memphis,TN
952,Sandro,Pykerman,Sandro.Pykerman@datascience.aot.com,Male,Platnium,Master Degree,$398.70,$1414.77,Naples,FL
953,Melonie,Bergeau,Melonie.Bergeau@datascience.aot.com,Female,Platnium,PhD,$184.82,$2230.44,Lexington,KY
954,Andrus,Barosch,Andrus.Barosch@datascience.aot.com,Male,Platnium,Master Degree,$290.33,$3421.98,Colorado Springs,CO
955,Nathalie,Shakesby,Nathalie.Shakesby@datascience.aot.com,Female,Gold,Bachelor Degree,$193.86,$1910.14,Arlington,VA
956,Scarface,Roseburgh,Scarface.Roseburgh@datascience.aot.com,Male,Gold,Master Degree,$274.03,$1464.85,Washington,DC
957,Carmelia,Daskiewicz,Carmelia.Daskiewicz@datascience.aot.com,Female,Silver,High School Diploma,$189.60,$2084.04,Pasadena,CA
958,Marlin,Scrooby,Marlin.Scrooby@datascience.aot.com,Male,Gold,Some College,$234.31,$4121.06,Denver,CO
959,Bert,Mellows,Bert.Mellows@datascience.aot.com,Male,Platnium,High School Diploma,$158.91,$3130.58,Boston,MA
960,Madella,Meron,Madella.Meron@datascience.aot.com,Female,Platnium,Bachelor Degree,$190.00,$2549.48,Boston,MA
961,Jacquette,Buckam,Jacquette.Buckam@datascience.aot.com,Female,Platnium,Master Degree,$374.10,$900.18,Levittown,PA
962,Ingra,Simondson,Ingra.Simondson@datascience.aot.com,Male,None,PhD,$198.03,$4829.05,Fort Lauderdale,FL
963,Ryan,Blinckhorne,Ryan.Blinckhorne@datascience.aot.com,Genderfluid,Silver,Bachelor Degree,$374.31,$3259.28,Winston Salem,NC
964,Sophi,Joint,Sophi.Joint@datascience.aot.com,Female,None,PhD,$378.26,$1755.83,Anchorage,AK
965,Bliss,Gian,Bliss.Gian@datascience.aot.com,Female,None,PhD,$273.26,$3412.38,Charlotte,NC
966,Lonna,Trotton,Lonna.Trotton@datascience.aot.com,Female,Platnium,Bachelor Degree,$200.49,$2075.64,Tacoma,WA
967,Gates,MacKomb,Gates.MacKomb@datascience.aot.com,Female,Silver,PhD,$398.08,$4167.74,Sacramento,CA
968,Emlen,Wilbor,Emlen.Wilbor@datascience.aot.com,Male,Silver,High School Diploma,$288.41,$2239.52,Boston,MA
969,Rockwell,Stirtle,Rockwell.Stirtle@datascience.aot.com,Male,None,Some College,$175.05,$4757.51,San Antonio,TX
970,Celka,Sloegrave,Celka.Sloegrave@datascience.aot.com,Female,None,High School Diploma,$305.99,$741.47,,
971,Durant,Sterndale,Durant.Sterndale@datascience.aot.com,Male,Silver,PhD,$227.76,$4739.69,Fort Worth,TX
972,Douglas,Mc Giffin,Douglas.Mc Giffin@datascience.aot.com,Agender,Silver,Some College,$206.45,$1901.63,Kalamazoo,MI
973,Valentina,Ettery,Valentina.Ettery@datascience.aot.com,Female,None,High School Diploma,$318.44,$1705.89,,
974,Shermie,Braim,Shermie.Braim@datascience.aot.com,Male,None,High School Diploma,$253.66,$3356.75,Tulsa,OK
975,Austina,Clethro,Austina.Clethro@datascience.aot.com,Female,None,Master Degree,$266.40,$4702.78,Tacoma,WA
976,Prudence,Blissitt,Prudence.Blissitt@datascience.aot.com,Female,Gold,Some College,$169.23,$717.00,Minneapolis,MN
977,Jerome,Phillp,Jerome.Phillp@datascience.aot.com,Male,Platnium,High School Diploma,$164.71,$1004.48,Salt Lake City,UT
978,Nikolas,Laneham,Nikolas.Laneham@datascience.aot.com,Male,None,Bachelor Degree,$212.04,$1907.38,Washington,DC
979,Talyah,Stutte,Talyah.Stutte@datascience.aot.com,Female,None,Bachelor Degree,$397.41,$3832.61,New York City,NY
980,Keefer,Tarbert,Keefer.Tarbert@datascience.aot.com,Male,Silver,,,,Dallas,TX
981,Roddy,Worland,Roddy.Worland@datascience.aot.com,Male,None,Bachelor Degree,$173.26,$3685.16,Syracuse,NY
982,Berty,De Vuyst,Berty.De Vuyst@datascience.aot.com,Female,Gold,Some College,$272.96,$699.88,Columbia,MO
983,Merrill,Sebyer,Merrill.Sebyer@datascience.aot.com,Female,None,Bachelor Degree,$327.08,$413.81,Erie,PA
984,Myles,Moores,Myles.Moores@datascience.aot.com,Male,None,PhD,$328.53,$4798.21,New Haven,CT
985,Livvie,Ablott,Livvie.Ablott@datascience.aot.com,Agender,Silver,Bachelor Degree,$259.56,$4325.13,Washington,DC
986,Kristoffer,Chaldecott,Kristoffer.Chaldecott@datascience.aot.com,Male,Silver,High School Diploma,$252.59,$486.55,,
987,Zachary,Gethin,Zachary.Gethin@datascience.aot.com,Genderfluid,None,PhD,$317.45,$1970.17,Birmingham,AL
988,Gian,Cleminshaw,Gian.Cleminshaw@datascience.aot.com,Male,Platnium,,,,Waterbury,CT
989,Sterling,Dilliway,Sterling.Dilliway@datascience.aot.com,Male,Silver,Bachelor Degree,$192.17,$3719.83,Charleston,WV
990,Vinita,Lysons,Vinita.Lysons@datascience.aot.com,Female,None,Some College,$168.27,$737.80,White Plains,NY
991,Caterina,Stygall,Caterina.Stygall@datascience.aot.com,Female,Silver,Bachelor Degree,$198.60,$651.02,,
992,Marigold,Wyburn,Marigold.Wyburn@datascience.aot.com,Female,None,High School Diploma,$389.93,$3238.74,,
993,Hilario,Bodham,Hilario.Bodham@datascience.aot.com,Male,Gold,PhD,$285.90,$4458.07,Jacksonville,FL
994,Shina,Boothroyd,Shina.Boothroyd@datascience.aot.com,Female,Platnium,PhD,$357.65,$3706.08,Tampa,FL
995,Taddeo,Gurney,Taddeo.Gurney@datascience.aot.com,Male,None,PhD,$204.94,$3761.66,Memphis,TN
996,Alexis,Algeo,Alexis.Algeo@datascience.aot.com,Female,Silver,Master Degree,$263.42,$1928.47,Kingsport,TN
997,Waldemar,Casolla,Waldemar.Casolla@datascience.aot.com,Male,Gold,Master Degree,$290.69,$1020.56,Decatur,GA
998,Dorette,Stiebler,Dorette.Stiebler@datascience.aot.com,Female,None,High School Diploma,$297.03,$2608.69,Huntsville,AL
999,Hastie,Follows,Hastie.Follows@datascience.aot.com,Male,Gold,Master Degree,$382.40,$1622.35,Houston,TX
1000,Andreas,Songest,Andreas.Songest@datascience.aot.com,Male,Platnium,Master Degree,$317.31,$589.96,Hattiesburg,MS
1001,Anabelle,Wildes,Anabelle.Wildes@datascience.aot.com,Female,None,Some College,$226.71,$765.63,,
1002,Brennen,Macknish,Brennen.Macknish@datascience.aot.com,Male,Silver,Some College,$350.00,$1061.61,Dayton,OH
1003,Andy,Banthorpe,Andy.Banthorpe@datascience.aot.com,Male,Gold,High School Diploma,$150.00,$4883.14,,
1004,Adelice,Craigg,Adelice.Craigg@datascience.aot.com,Female,Platnium,Some College,$259.26,$4754.20,New York City,NY
1005,Mickie,Lill,Mickie.Lill@datascience.aot.com,Male,Gold,,,,Memphis,TN
1006,Grissel,Willatt,Grissel.Willatt@datascience.aot.com,Female,Silver,Some College,$250.78,$966.75,Orlando,FL
1007,Valentino,Nellies,Valentino.Nellies@datascience.aot.com,Male,None,Some College,$270.16,$813.44,Philadelphia,PA
1008,Laryssa,LAbbet,Laryssa.LAbbet@datascience.aot.com,Female,Silver,Some College,$250.33,$1975.42,Oklahoma City,OK
1009,Merrili,Boorman,Merrili.Boorman@datascience.aot.com,Agender,Silver,Bachelor Degree,$367.77,$508.92,,
1010,Viva,Arnowicz,Viva.Arnowicz@datascience.aot.com,Female,Platnium,PhD,$394.94,$4233.30,Kansas City,MO
1011,Sanderson,Triggle,Sanderson.Triggle@datascience.aot.com,Male,None,Bachelor Degree,$297.09,$4743.67,Champaign,IL
1012,Sonny,Daubney,Sonny.Daubney@datascience.aot.com,Male,None,PhD,$284.36,$4769.96,Salem,OR
1013,Milka,Ansty,Milka.Ansty@datascience.aot.com,Genderfluid,Gold,Some College,$150.47,$2265.62,Beaumont,TX
1014,Chen,Capstake,Chen.Capstake@datascience.aot.com,Male,None,High School Diploma,$290.47,$3439.10,Mobile,AL
1015,Cassy,Denver,Cassy.Denver@datascience.aot.com,Female,Silver,PhD,$156.54,$4850.18,,
1016,Darcy,Hennemann,Darcy.Hennemann@datascience.aot.com,Female,Silver,Some College,$206.09,$3367.17,Canton,OH
1017,Tann,Sheerman,Tann.Sheerman@datascience.aot.com,Male,None,PhD,$293.83,$749.92,Chicago,IL
1018,Gherardo,Ferruzzi,Gherardo.Ferruzzi@datascience.aot.com,Male,Silver,Master Degree,$194.29,$2352.15,Miami,FL
1019,Elayne,Duguid,Elayne.Duguid@datascience.aot.com,Female,Silver,PhD,$151.08,$2374.66,Cedar Rapids,IA
1020,Nobie,Orwin,Nobie.Orwin@datascience.aot.com,Male,Gold,,,,Saint Louis,MO
1021,Corbin,Sustins,Corbin.Sustins@datascience.aot.com,Male,Gold,High School Diploma,$394.20,$2019.53,Lansing,MI
1022,Stephani,Onthank,Stephani.Onthank@datascience.aot.com,Female,Platnium,Master Degree,$244.16,$3388.65,Richmond,VA
1023,Jon,Foulsham,Jon.Foulsham@datascience.aot.com,Male,Silver,Bachelor Degree,$330.84,$2000.17,Asheville,NC
1024,Trevar,Deetch,Trevar.Deetch@datascience.aot.com,Male,Silver,Master Degree,$310.42,$4202.97,Dallas,TX
1025,Orrin,Witten,Orrin.Witten@datascience.aot.com,Male,Gold,Some College,$154.41,$577.09,Colorado Springs,CO
1026,Dehlia,Liddard,Dehlia.Liddard@datascience.aot.com,Female,Gold,High School Diploma,$397.15,$3519.22,Boston,MA
1027,Ame,Rawne,Ame.Rawne@datascience.aot.com,Female,Gold,High School Diploma,$269.75,$2922.10,Spartanburg,SC
1028,Sigfrid,Carolan,Sigfrid.Carolan@datascience.aot.com,Male,Platnium,Some College,$354.78,$2583.66,Minneapolis,MN
1029,Yankee,Guilaem,Yankee.Guilaem@datascience.aot.com,Male,Gold,PhD,$255.37,$417.11,Henderson,NV
1030,Selena,Palfreeman,Selena.Palfreeman@datascience.aot.com,Female,Platnium,Master Degree,$308.03,$4167.23,Olympia,WA
1031,Laura,Bedo,Laura.Bedo@datascience.aot.com,Female,None,High School Diploma,$262.42,$2768.72,Pittsburgh,PA
1032,Noby,Pinsent,Noby.Pinsent@datascience.aot.com,Male,Silver,Bachelor Degree,$318.54,$1496.59,Washington,DC
1033,Coral,Ringwood,Coral.Ringwood@datascience.aot.com,Female,Silver,PhD,$284.76,$4054.70,Bethesda,MD
1034,Gery,Eaton,Gery.Eaton@datascience.aot.com,Male,Gold,Some College,$179.19,$1456.77,San Diego,CA
1035,Shaun,Eccles,Shaun.Eccles@datascience.aot.com,Male,None,Bachelor Degree,$160.36,$744.78,Riverside,CA
1036,Elene,Cranage,Elene.Cranage@datascience.aot.com,Female,Platnium,Master Degree,$270.76,$696.97,Sioux Falls,SD
1037,Damita,Trundell,Damita.Trundell@datascience.aot.com,Female,Silver,Bachelor Degree,$190.74,$4545.07,Amarillo,TX
1038,Marten,Masse,Marten.Masse@datascience.aot.com,Male,Gold,High School Diploma,$269.32,$4110.35,Baltimore,MD
1039,Luke,Vickarman,Luke.Vickarman@datascience.aot.com,Male,None,High School Diploma,$342.50,$3128.03,Orlando,FL
1040,Nelia,Seine,Nelia.Seine@datascience.aot.com,Female,None,High School Diploma,$377.50,$3452.22,Fort Wayne,IN
1041,Aldus,Heitz,Aldus.Heitz@datascience.aot.com,Male,Gold,High School Diploma,$236.12,$850.77,Tulsa,OK
1042,Louie,Plomer,Louie.Plomer@datascience.aot.com,Male,Platnium,High School Diploma,$307.15,$3147.17,,
1043,Kennith,Spitell,Kennith.Spitell@datascience.aot.com,Male,None,,,,Dallas,TX
1044,Thatcher,Lashley,Thatcher.Lashley@datascience.aot.com,Male,Platnium,High School Diploma,$251.02,$3741.26,,
1045,Noemi,Curee,Noemi.Curee@datascience.aot.com,Female,Gold,Some College,$169.02,$4605.34,San Jose,CA
1046,Jaquenetta,Frude,Jaquenetta.Frude@datascience.aot.com,Polygender,Gold,Bachelor Degree,$326.78,$4543.22,,
1047,Brynne,Lowndes,Brynne.Lowndes@datascience.aot.com,Female,Silver,Some College,$204.26,$2667.06,College Station,TX
1048,Nona,Wych,Nona.Wych@datascience.aot.com,Female,Platnium,High School Diploma,$200.94,$3906.90,Cincinnati,OH
1049,Normy,Glennie,Normy.Glennie@datascience.aot.com,Male,Platnium,High School Diploma,$283.40,$2967.97,Springfield,IL
1050,Maryanna,Cowell,Maryanna.Cowell@datascience.aot.com,Agender,None,Master Degree,$224.05,$2220.70,New Orleans,LA
1051,Culley,Iuorio,Culley.Iuorio@datascience.aot.com,Male,Gold,Master Degree,$244.23,$467.08,Cincinnati,OH
1052,Helli,Guilder,Helli.Guilder@datascience.aot.com,Non-binary,Silver,Master Degree,$374.04,$3688.93,Des Moines,IA
1053,Gabi,Loxley,Gabi.Loxley@datascience.aot.com,Female,Gold,Bachelor Degree,$218.97,$1787.71,Charlotte,NC
1054,Hanson,Clyma,Hanson.Clyma@datascience.aot.com,Male,Platnium,High School Diploma,$176.79,$2526.16,Denver,CO
1055,Anjela,Shipston,Anjela.Shipston@datascience.aot.com,Female,Gold,Bachelor Degree,$358.23,$2003.20,Evansville,IN
1056,Ketti,Drakes,Ketti.Drakes@datascience.aot.com,Female,Platnium,High School Diploma,$297.71,$3222.91,Madison,WI
1057,Ferrel,Manilove,Ferrel.Manilove@datascience.aot.com,Male,Gold,Master Degree,$304.26,$4258.24,Orlando,FL
1058,Tess,Call,Tess.Call@datascience.aot.com,Female,Gold,High School Diploma,$177.64,$1375.94,,
1059,Eva,Scarf,Eva.Scarf@datascience.aot.com,Female,Platnium,Bachelor Degree,$202.22,$3931.68,Seattle,WA
1060,Janeen,Upstone,Janeen.Upstone@datascience.aot.com,Female,None,PhD,$315.66,$2965.76,Springfield,MA
1061,Garey,Hanbury,Garey.Hanbury@datascience.aot.com,Non-binary,Gold,High School Diploma,$359.68,$3735.81,Fort Wayne,IN
1062,Melodee,Mugglestone,Melodee.Mugglestone@datascience.aot.com,Genderfluid,None,Bachelor Degree,$220.03,$2979.45,Mobile,AL
1063,Abagail,Schiefersten,Abagail.Schiefersten@datascience.aot.com,Female,Platnium,Bachelor Degree,$236.22,$1745.36,San Antonio,TX
1064,Danielle,Fawcett,Danielle.Fawcett@datascience.aot.com,Female,None,High School Diploma,$199.43,$1097.99,Shreveport,LA
1065,Kathie,Cheson,Kathie.Cheson@datascience.aot.com,Female,Silver,PhD,$326.62,$4391.96,New Haven,CT
1066,Bamby,Orchart,Bamby.Orchart@datascience.aot.com,Female,Silver,Bachelor Degree,$307.32,$2383.69,Waltham,MA
1067,Cleopatra,Stinson,Cleopatra.Stinson@datascience.aot.com,Female,None,PhD,$152.11,$4545.71,Shawnee Mission,KS
1068,Darryl,Toyer,Darryl.Toyer@datascience.aot.com,Female,None,PhD,$278.62,$475.22,Brockton,MA
1069,Ronnie,Emerine,Ronnie.Emerine@datascience.aot.com,Male,None,Master Degree,$218.76,$3279.31,Orlando,FL
1070,Donnajean,Tomaskov,Donnajean.Tomaskov@datascience.aot.com,Female,None,Master Degree,$345.40,$3144.49,Modesto,CA
1071,Sari,McCreagh,Sari.McCreagh@datascience.aot.com,Bigender,Platnium,Bachelor Degree,$170.26,$4797.11,Pittsburgh,PA
1072,Conant,Shitliff,Conant.Shitliff@datascience.aot.com,Male,None,High School Diploma,$270.34,$1895.21,White Plains,NY
1073,Armando,Brewitt,Armando.Brewitt@datascience.aot.com,Male,Silver,Master Degree,$281.29,$413.63,Boise,ID
1074,Patience,Kiezler,Patience.Kiezler@datascience.aot.com,Female,Gold,Bachelor Degree,$370.81,$1029.68,Sioux Falls,SD
1075,Dewitt,Hryniewicz,Dewitt.Hryniewicz@datascience.aot.com,Genderfluid,Silver,High School Diploma,$371.53,$1491.24,,
1076,Town,Creswell,Town.Creswell@datascience.aot.com,Male,Platnium,High School Diploma,$232.82,$4422.77,Spokane,WA
1077,Orrin,Dovinson,Orrin.Dovinson@datascience.aot.com,Bigender,Platnium,Master Degree,$292.69,$4191.42,Honolulu,HI
1078,Quent,Brinsden,Quent.Brinsden@datascience.aot.com,Male,Platnium,Master Degree,$209.77,$2578.37,New Castle,PA
1079,Brant,Vanichkin,Brant.Vanichkin@datascience.aot.com,Male,None,Master Degree,$399.54,$4442.43,Tuscaloosa,AL
1080,Sharon,Bruton,Sharon.Bruton@datascience.aot.com,Female,Gold,Bachelor Degree,$279.21,$1448.04,Tacoma,WA
1081,Greer,Mellmer,Greer.Mellmer@datascience.aot.com,Female,None,High School Diploma,$297.47,$1067.62,Aurora,CO
1082,Egor,Ring,Egor.Ring@datascience.aot.com,Male,Silver,Bachelor Degree,$198.04,$1781.67,Falls Church,VA
1083,Chaunce,Gommes,Chaunce.Gommes@datascience.aot.com,Male,None,Some College,$241.45,$1797.28,North Hollywood,CA
1084,Clarke,Duffree,Clarke.Duffree@datascience.aot.com,Male,Gold,High School Diploma,$214.28,$4100.45,Hampton,VA
1085,Alethea,Helling,Alethea.Helling@datascience.aot.com,Female,Silver,PhD,$296.50,$1696.68,Helena,MT
1086,Irv,Crafter,Irv.Crafter@datascience.aot.com,Male,Platnium,Bachelor Degree,$304.83,$4415.06,Huntington,WV
1087,Rudolfo,Jonson,Rudolfo.Jonson@datascience.aot.com,Male,Silver,Master Degree,$335.93,$1754.71,Columbia,SC
1088,Nobie,Perico,Nobie.Perico@datascience.aot.com,Genderqueer,Gold,PhD,$180.31,$2927.44,Springfield,IL
1089,Shurlocke,Brunstan,Shurlocke.Brunstan@datascience.aot.com,Male,Gold,PhD,$390.48,$3231.16,Bloomington,IN
1090,Dall,Kinker,Dall.Kinker@datascience.aot.com,Non-binary,Silver,,,,Waterbury,CT
1091,Harmon,Tetlow,Harmon.Tetlow@datascience.aot.com,Male,Silver,High School Diploma,$293.70,$1461.10,Erie,PA
1092,Rabi,Frigout,Rabi.Frigout@datascience.aot.com,Bigender,Silver,High School Diploma,$315.89,$1208.28,Austin,TX
1093,Mick,Ysson,Mick.Ysson@datascience.aot.com,Male,Gold,Some College,$269.04,$3733.04,Wichita,KS
1094,Jillene,Johananov,Jillene.Johananov@datascience.aot.com,Female,Platnium,Master Degree,$246.45,$4353.10,Denver,CO
1095,Tove,Hurford,Tove.Hurford@datascience.aot.com,Female,None,Bachelor Degree,$241.13,$3331.14,Little Rock,AR
1096,Alli,O' Borne,Alli.O' Borne@datascience.aot.com,Female,None,Master Degree,$345.33,$4946.09,,
1097,Marshall,di Rocca,Marshall.di Rocca@datascience.aot.com,Male,None,,,,Greensboro,NC
1098,Pyotr,Whaites,Pyotr.Whaites@datascience.aot.com,Male,Platnium,Bachelor Degree,$397.29,$4367.25,Washington,DC
1099,Rea,Brunton,Rea.Brunton@datascience.aot.com,Female,Silver,Bachelor Degree,$323.84,$4680.51,Florence,SC
1100,Lorita,Bentz,Lorita.Bentz@datascience.aot.com,Female,Platnium,Bachelor Degree,$314.21,$1961.41,Chicago,IL
1101,Ivory,Meegin,Ivory.Meegin@datascience.aot.com,Female,Silver,PhD,$305.43,$4877.89,Chandler,AZ
1102,Pegeen,Dressel,Pegeen.Dressel@datascience.aot.com,Female,Silver,Master Degree,$169.82,$1944.74,Saint Paul,MN
1103,Conrado,Arrighi,Conrado.Arrighi@datascience.aot.com,Genderqueer,None,High School Diploma,$377.05,$2924.36,South Bend,IN
1104,Lou,Guilleton,Lou.Guilleton@datascience.aot.com,Female,Silver,High School Diploma,$290.61,$1126.03,Albany,NY
1105,Rosaline,Blinde,Rosaline.Blinde@datascience.aot.com,Female,Gold,High School Diploma,$333.01,$2501.95,Austin,TX
1106,Budd,Chown,Budd.Chown@datascience.aot.com,Male,None,Master Degree,$358.61,$1132.66,,
